Google Scholar Category,Google Scholar Subcategory,Venue,h5 Index,cs_venue,fuzzy_venue_matches,paper_count
Engineering & Computer Science,Software Systems,ieee-transactions-on-software-engineering,72,1,IEEE Transactions on Software Engineering,100
Engineering & Computer Science,Software Systems,journal-of-systems-and-software,69,1,Journal of Systems and Software,53
Engineering & Computer Science,Software Systems,proceedings-of-the-acm-on-programming-languages,65,1,Proceedings of the ACM on programming languages,85
Engineering & Computer Science,Software Systems,information-and-software-technology,64,1,Information & Software Technology,36
Engineering & Computer Science,Software Systems,empirical-software-engineering,63,1,Empirical Software Engineering,97
Engineering & Computer Science,Software Systems,ieee-acm-international-conference-on-automated-software-engineering-ase,54,1,2021 36th IEEE/ACM International Conference on Automated Software Engineering (ASE),18
Engineering & Computer Science,Software Systems,acm-transactions-on-software-engineering-and-methodology,47,1,ACM Transactions on Software Engineering and Methodology,58
Engineering & Computer Science,Software Systems,mining-software-repositories,46,1,Mining Software Repositories,1
Engineering & Computer Science,Software Systems,ieee-software,45,1,IEEE Software,1
Engineering & Computer Science,Software Systems,software-practice-and-experience,44,1,"Software - Practice and Experience, Software: Practice and Experience",40
Engineering & Computer Science,Software Systems,software-and-systems-modeling,42,1,Software and Systems Modeling,27
Engineering & Computer Science,Software Systems,international-conference-on-software-analysis-evolution-and-reengineering-saner,39,1,"2022 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)",16
Engineering & Computer Science,Structural Engineering,computer-methods-in-applied-mechanics-and-engineering,102,0,Computer Methods in Applied Mechanics and Engineering,79
Engineering & Computer Science,Structural Engineering,composite-structures,101,0,Composite Structures,3
Engineering & Computer Science,Structural Engineering,engineering-structures,96,0,Engineering Structures,5
Engineering & Computer Science,Structural Engineering,structures,62,0,"Structure, Structures",2
Engineering & Computer Science,Structural Engineering,structural-and-multidisciplinary-optimization,60,0,Structural and Multidisciplinary Optimization,32
Engineering & Computer Science,Structural Engineering,bulletin-of-earthquake-engineering,58,0,Bulletin of Earthquake Engineering,5
Engineering & Computer Science,Structural Engineering,structural-control-and-health-monitoring,54,0,Structural control & health monitoring,13
Engineering & Computer Science,Structural Engineering,journal-of-structural-engineering,52,0,Journal of Structural Engineering-asce,1
Engineering & Computer Science,Structural Engineering,computational-mechanics,50,0,Computational Mechanics,20
Engineering & Computer Science,Structural Engineering,structural-concrete,48,0,Structural Concrete,1
Engineering & Computer Science,Structural Engineering,computers-and-structures,48,0,Computers & Structures,5
Engineering & Computer Science,Structural Engineering,earthquake-engineering-and-structural-dynamics,48,0,Earthquake Engineering & Structural Dynamics,5
Engineering & Computer Science,Structural Engineering,structure-and-infrastructure-engineering,44,0,Structure and Infrastructure Engineering,3
Engineering & Computer Science,Structural Engineering,structural-safety,44,0,Structural Safety,7
Engineering & Computer Science,Structural Engineering,journal-of-bridge-engineering,43,0,Journal of building engineering,1
Engineering & Computer Science,Structural Engineering,international-journal-for-numerical-methods-in-engineering,43,0,"International Journal for Numerical Methods in Biomedical Engineering, International Journal for Numerical Methods in Engineering",20
Engineering & Computer Science,Sustainable Energy,renewable-and-sustainable-energy-reviews,207,0,Renewable & Sustainable Energy Reviews,3
Engineering & Computer Science,Sustainable Energy,applied-energy,189,0,Applied Energy,41
Engineering & Computer Science,Sustainable Energy,joule,186,0,Joule,1
Engineering & Computer Science,Sustainable Energy,energy,165,0,Energy,16
Engineering & Computer Science,Sustainable Energy,renewable-energy,164,0,Renewable Energy,5
Engineering & Computer Science,Sustainable Energy,international-journal-of-hydrogen-energy,151,0,International Journal of Hydrogen Energy,1
Engineering & Computer Science,Sustainable Energy,energy-conversion-and-management,150,0,Energy Conversion and Management,2
Engineering & Computer Science,Sustainable Energy,energies,137,0,Energies,490
Engineering & Computer Science,Sustainable Energy,journal-of-power-sources,132,0,Journal of Power Sources,2
Engineering & Computer Science,Sustainable Energy,journal-of-energy-storage,126,0,Journal of energy storage,2
Engineering & Computer Science,Sustainable Energy,solar-energy,119,0,Solar Energy,2
Engineering & Computer Science,Sustainable Energy,energy-reports,108,0,Energy Reports,5
Engineering & Computer Science,Sustainable Energy,energy-and-buildings,108,0,Energy and Buildings,17
Engineering & Computer Science,Sustainable Energy,ieee-transactions-on-sustainable-energy,94,0,IEEE Transactions on Sustainable Energy,2
Engineering & Computer Science,Sustainable Energy,sustainable-energy-technologies-and-assessments,90,0,Sustainable Energy Technologies and Assessments,2
Engineering & Computer Science,Sustainable Energy,international-journal-of-energy-research,89,0,"International Journal of Energy Research, International Journal of Engine Research, International Journal of Research, International journal of aging research, International journal of dental research, International journal of dentistry research",14
Engineering & Computer Science,Sustainable Energy,journal-of-modern-power-systems-and-clean-energy,58,0,Journal of modern power systems and clean energy,9
Engineering & Computer Science,Technology Law,internet-policy-review,43,0,Internet policy review,4
Engineering & Computer Science,Technology Law,computer-law-and-security-review,41,0,Computer Law & Security Review,1
Engineering & Computer Science,Technology Law,iic-international-review-of-intellectual-property-and-competition-law,21,0,International Review of Intellectual Property and Competition Law,4
Engineering & Computer Science,Technology Law,world-patent-information,21,0,World Patent Information,3
Engineering & Computer Science,Technology Law,grur-international,12,0,GRUR international,1
Engineering & Computer Science,Textile Engineering,journal-of-natural-fibers,60,0,Journal of Natural Fibers,4
Engineering & Computer Science,Textile Engineering,fibers,40,0,Fibers,1
Engineering & Computer Science,Textile Engineering,journal-of-industrial-textiles,40,0,Journal of Industrial Textiles,1
Engineering & Computer Science,Textile Engineering,textile-research-journal,39,0,Textile Research Journal,1
Engineering & Computer Science,Textile Engineering,fibers-and-polymers,38,0,Fibers and Polymers,1
Engineering & Computer Science,Textile Engineering,journal-of-engineered-fibers-and-fabrics,32,0,Journal of Engineered Fibers and Fabrics,9
Engineering & Computer Science,Textile Engineering,fashion-and-textiles,29,0,Fashion and Textiles,2
Engineering & Computer Science,Textile Engineering,international-journal-of-fashion-design-technology-and-education,27,0,International Journal of Technology and Design Education,4
Engineering & Computer Science,Textile Engineering,industria-textila,20,0,Industria Textila,2
Engineering & Computer Science,Textile Engineering,international-journal-of-clothing-science-and-technology,19,0,International Journal of Food Science and Technology,3
Engineering & Computer Science,Textile Engineering,autex-research-journal,19,0,Autex Research Journal,2
Engineering & Computer Science,Textile Engineering,fibres-and-textiles-in-eastern-europe,17,0,Fibres & Textiles in Eastern Europe,3
Engineering & Computer Science,Theoretical Computer Science,theoretical-computer-science,39,1,Theoretical Computer Science,65
Engineering & Computer Science,Theoretical Computer Science,siam-journal-on-computing,37,1,SIAM Journal on Computing,8
Engineering & Computer Science,Theoretical Computer Science,conference-on-innovations-in-theoretical-computer-science,35,1,Conference on Innovations in Theoretical Computer Science,2
Engineering & Computer Science,Theoretical Computer Science,international-colloquium-on-automata-languages-and-programming-icalp,33,1,"International Colloquium on Automata, Languages and Programming",3
Engineering & Computer Science,Theoretical Computer Science,algorithmica,33,1,Algorithmica,11
Engineering & Computer Science,Theoretical Computer Science,acm-transactions-on-algorithms-talg,29,1,ACM Transactions on Algorithms,2
Engineering & Computer Science,Theoretical Computer Science,logical-methods-in-computer-science,27,1,Logical Methods in Computer Science,42
Engineering & Computer Science,Theoretical Computer Science,journal-of-computer-and-system-sciences,26,1,Journal of Computer and System Sciences,11
Engineering & Computer Science,Theoretical Computer Science,journal-of-automated-reasoning,25,1,Journal of Automated Reasoning,11
Engineering & Computer Science,Theoretical Computer Science,random-structures-and-algorithms,25,1,Random Structures and Algorithms,2
Engineering & Computer Science,Theoretical Computer Science,european-symposium-on-algorithms,25,1,European Symposium on Algorithms,1
Engineering & Computer Science,Theoretical Computer Science,information-and-computation,22,1,Information & Computation,13
Engineering & Computer Science,Transportation,ieee-transactions-on-intelligent-transportation-systems,143,0,IEEE Transactions on Intelligent Transportation Systems,120
Engineering & Computer Science,Transportation,transportation-research-part-c-emerging-technologies,114,0,"Transportation Research Part C-emerging Technologies, Transportation Research Part C: Emerging Technologies",86
Engineering & Computer Science,Transportation,transportation-research-part-d-transport-and-environment,99,0,Transportation Research Part D-transport and Environment,4
Engineering & Computer Science,Transportation,transportation-research-part-a-policy-and-practice,97,0,Transportation Research Part A-policy and Practice,1
Engineering & Computer Science,Transportation,transportation-research-part-e-logistics-and-transportation-review,95,0,Transportation Research Part E: Logistics and Transportation Review,1
Engineering & Computer Science,Transportation,accident-analysis-and-prevention,87,0,Accident Analysis & Prevention,6
Engineering & Computer Science,Transportation,transport-policy,80,0,Transport Policy,1
